Metric,avg,min,max,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),4.60,3.44,5.58,3.51,3.69,3.81,4.12,4.49,5.10,5.42,5.50,5.55,0.61
HTTP Data Sent (KB),339.71,283.05,502.49,283.06,283.14,283.17,292.07,318.55,332.26,502.27,502.35,502.46,68.34
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),52972.72,52969.21,53014.83,52969.44,52969.87,52970.09,52970.60,52971.51,52973.03,52974.94,52975.43,52995.77,6.24
HTTP Receiving (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Sending (ms),0.14,0.12,0.27,0.12,0.13,0.13,0.13,0.13,0.14,0.14,0.15,0.21,0.02
HTTP Total Time (ms),52972.70,52969.20,53014.81,52969.41,52969.86,52970.07,52970.58,52971.50,52973.01,52974.93,52975.41,52995.75,6.24
HTTP Waiting (TTFB) (ms),52972.56,52969.04,53014.67,52969.26,52969.72,52969.92,52970.45,52971.36,52972.87,52974.79,52975.28,52995.61,6.24
Image Latency (ms/image),52972.77,52969.26,53014.87,52969.49,52969.92,52970.14,52970.65,52971.56,52973.07,52974.99,52975.47,52995.82,6.24
Image Throughput (images/sec),0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.00
Input Sequence Length (tokens),895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,0.00
Number of Images (images),1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
Output Token Count (tokens),1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
Request Latency (ms),52972.77,52969.26,53014.87,52969.49,52969.92,52970.14,52970.65,52971.56,52973.07,52974.99,52975.47,52995.82,6.24
Usage Completion Tokens (tokens),1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
Usage Prompt Tokens (tokens),895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,0.00
Usage Total Tokens (tokens),1919.00,1919.00,1919.00,1919.00,1919.00,1919.00,1919.00,1919.00,1919.00,1919.00,1919.00,1919.00,0.00

Metric,Value
Benchmark Duration (sec),2648.73
Maximum Response Timestamp (ns),1777804816793083904.00
Minimum Request Timestamp (ns),1777802168060664320.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),19.33
Request Count,50.00
Request Throughput (requests/sec),0.02
Total Input Sequence Length (tokens),44750.00
Total Output Sequence Length (tokens),51200.00
Total Output Tokens (tokens),51200.00
Total Token Throughput (tokens/sec),36.22
Total Usage Completion Tokens (tokens),51200.00
Total Usage Prompt Tokens (tokens),44750.00
Total Usage Total Tokens (tokens),95950.00
