10:41:06.400 INFO     Starting AIPerf System (cli_runner.py:75)
10:41:06.585 INFO     Registered Worker Manager (id: 'worker_manager') (system_controller.py:340)
10:41:06.626 INFO     GPU telemetry export enabled: artifacts/p3/decode_heavy/Qwen_Qwen2-VL-2B-Instruct-full-disagg-openai-chat_concurrency32_20260430_102207/gpu_telemetry_export.jsonl (jsonl_writer.py:53)
10:41:06.630 INFO     Server Metrics: Discovered 1 endpoints: ['http://localhost:8000/metrics'] (manager.py:70)
10:41:06.633 INFO     Record metrics export enabled: artifacts/p3/decode_heavy/Qwen_Qwen2-VL-2B-Instruct-full-disagg-openai-chat_concurrency32_20260430_102207/profile_export.jsonl (record_export_results_processor.py:53)
10:41:06.697 INFO     Registered Timing Manager (id: 'timing_manager') (system_controller.py:340)
10:41:06.739 INFO     Registered Worker (id: 'worker_48540ac1') (system_controller.py:340)
10:41:06.743 INFO     Registered Record Processor (id: 'record_processor_01f62a97') (system_controller.py:340)
10:41:06.746 INFO     Registered Record Processor (id: 'record_processor_71a8066b') (system_controller.py:340)
10:41:06.748 INFO     Registered Dataset Manager (id: 'dataset_manager') (system_controller.py:340)
10:41:06.749 INFO     Registered Record Processor (id: 'record_processor_f7145e9b') (system_controller.py:340)
10:41:06.755 INFO     Registered Record Processor (id: 'record_processor_567ce56c') (system_controller.py:340)
10:41:06.759 INFO     Registered Record Processor (id: 'record_processor_4928d1e6') (system_controller.py:340)
10:41:06.759 INFO     Registered Worker (id: 'worker_e1d317fb') (system_controller.py:340)
10:41:06.760 INFO     Registered Record Processor (id: 'record_processor_07b9914c') (system_controller.py:340)
10:41:06.763 INFO     Registered Worker (id: 'worker_29985581') (system_controller.py:340)
10:41:06.764 INFO     Registered Records Manager (id: 'records_manager') (system_controller.py:340)
10:41:06.764 INFO     Registered Gpu Telemetry Manager (id: 'gpu_telemetry_manager') (system_controller.py:340)
10:41:06.766 INFO     Registered Worker (id: 'worker_2260efa2') (system_controller.py:340)
10:41:06.768 INFO     Registered Worker (id: 'worker_9daec906') (system_controller.py:340)
10:41:06.770 INFO     Registered Worker (id: 'worker_908f67cb') (system_controller.py:340)
10:41:06.772 INFO     Registered Worker (id: 'worker_86c55da8') (system_controller.py:340)
10:41:06.774 INFO     Registered Worker (id: 'worker_ab3a87a4') (system_controller.py:340)
10:41:06.776 INFO     Registered Worker (id: 'worker_940da9cd') (system_controller.py:340)
10:41:06.777 INFO     Registered Worker (id: 'worker_65a51eef') (system_controller.py:340)
10:41:06.777 INFO     Registered Worker (id: 'worker_29c8f57c') (system_controller.py:340)
10:41:06.787 INFO     Registered Worker (id: 'worker_2c21c954') (system_controller.py:340)
10:41:06.787 INFO     Registered Server Metrics Manager (id: 'server_metrics_manager') (system_controller.py:340)
10:41:06.788 INFO     Registered Worker (id: 'worker_8358030b') (system_controller.py:340)
10:41:06.842 INFO     Registered Worker (id: 'worker_71e9091a') (system_controller.py:340)
10:41:06.880 INFO     Registered Record Processor (id: 'record_processor_414b3c37') (system_controller.py:340)
10:41:06.881 INFO     Registered Worker (id: 'worker_b3371160') (system_controller.py:340)
10:41:06.882 INFO     Registered Worker (id: 'worker_0f93fac6') (system_controller.py:340)
10:41:06.882 INFO     Registered Record Processor (id: 'record_processor_1e026a29') (system_controller.py:340)
10:41:06.883 INFO     Registered Worker (id: 'worker_1ec573c5') (system_controller.py:340)
10:41:06.884 INFO     Registered Worker (id: 'worker_d8b000bf') (system_controller.py:340)
10:41:06.884 INFO     Registered Worker (id: 'worker_9cdeb0f8') (system_controller.py:340)
10:41:06.885 INFO     Registered Worker (id: 'worker_0c94a450') (system_controller.py:340)
10:41:06.887 INFO     Registered Worker (id: 'worker_247cb8d9') (system_controller.py:340)
10:41:06.893 INFO     Registered Worker (id: 'worker_3a40b82b') (system_controller.py:340)
10:41:06.894 INFO     Registered Worker (id: 'worker_13b04aed') (system_controller.py:340)
10:41:06.896 INFO     Registered Worker (id: 'worker_f557db7d') (system_controller.py:340)
10:41:06.911 INFO     Registered Worker (id: 'worker_1a39fbc4') (system_controller.py:340)
10:41:06.923 INFO     Registered Worker (id: 'worker_c9a548b9') (system_controller.py:340)
10:41:06.927 INFO     Registered Worker (id: 'worker_1e55c215') (system_controller.py:340)
10:41:06.928 INFO     Registered Worker (id: 'worker_d685e3d8') (system_controller.py:340)
10:41:06.931 INFO     Registered Worker (id: 'worker_ecc0118a') (system_controller.py:340)
10:41:06.932 INFO     Registered Worker (id: 'worker_0a7ed31a') (system_controller.py:340)
10:41:06.936 INFO     Registered Worker (id: 'worker_6242ec94') (system_controller.py:340)
10:41:06.944 INFO     Registered Worker (id: 'worker_22b6403b') (system_controller.py:340)
10:41:07.077 INFO     AIPerf System is CONFIGURING (system_controller.py:228)
10:41:07.078 INFO     Configuring all services to start profiling (system_controller.py:241)
10:41:07.080 INFO     Tokenization is disabled for this endpoint, skipping tokenizer configuration (inference_result_parser.py:66)
10:41:07.080 INFO     Tokenization is disabled for this endpoint, skipping tokenizer configuration (inference_result_parser.py:66)
10:41:07.080 INFO     Tokenization is disabled for this endpoint, skipping tokenizer configuration (inference_result_parser.py:66)
10:41:07.080 INFO     Waiting for dataset to be configured before configuring timing (manager.py:96)
